NACA 4412 optimized
1.000000 0.000000
0.999889 0.000038
0.999556 0.000152
0.999000 0.000342
0.998223 0.000607
0.997224 0.000947
0.996004 0.001359
0.994564 0.001844
0.992904 0.002400
0.991025 0.003025
0.988927 0.003718
0.986612 0.004478
0.984081 0.005302
0.981335 0.006188
0.978374 0.007136
0.975201 0.008143
0.971817 0.009209
0.968223 0.010330
0.964421 0.011507
0.960412 0.012737
0.956199 0.014020
0.951783 0.015355
0.947166 0.016740
0.942351 0.018174
0.937338 0.019658
0.932132 0.021189
0.926733 0.022769
0.921144 0.024395
0.915368 0.026068
0.909408 0.027787
0.903266 0.029550
0.896944 0.031358
0.890446 0.033209
0.883774 0.035102
0.876932 0.037036
0.869922 0.039009
0.862748 0.041020
0.855412 0.043065
0.847919 0.045144
0.840270 0.047252
0.832471 0.049388
0.824524 0.051547
0.816432 0.053725
0.808200 0.055920
0.799831 0.058126
0.791328 0.060339
0.782696 0.062554
0.773938 0.064766
0.765059 0.066970
0.756062 0.069160
0.746951 0.071332
0.737730 0.073479
0.728403 0.075597
0.718975 0.077680
0.709450 0.079722
0.699831 0.081720
0.690124 0.083667
0.680332 0.085560
0.670460 0.087393
0.660512 0.089164
0.650493 0.090868
0.640406 0.092503
0.630258 0.094064
0.620051 0.095551
0.609792 0.096959
0.599483 0.098289
0.589130 0.099538
0.578738 0.100706
0.568310 0.101791
0.557853 0.102794
0.547369 0.103714
0.536864 0.104551
0.526343 0.105306
0.515811 0.105979
0.505271 0.106571
0.494729 0.107083
0.484189 0.107515
0.473657 0.107868
0.463136 0.108144
0.452631 0.108343
0.442147 0.108465
0.431690 0.108513
0.421262 0.108485
0.410870 0.108384
0.400517 0.108208
0.390208 0.107960
0.379949 0.107638
0.369742 0.107244
0.359594 0.106777
0.349507 0.106237
0.339488 0.105626
0.329540 0.104942
0.319668 0.104186
0.309876 0.103358
0.300169 0.102459
0.290550 0.101489
0.281025 0.100449
0.271597 0.099339
0.262270 0.098160
0.253049 0.096914
0.243938 0.095602
0.234941 0.094224
0.226062 0.092784
0.217304 0.091283
