NACA2412 Morph Step 3
1.000000 0.000000
0.990108 0.003369
0.980110 0.005514
0.970107 0.007628
0.960099 0.009712
0.950087 0.011766
0.940069 0.013791
0.930047 0.015786
0.920020 0.017752
0.909988 0.019690
0.899952 0.021598
0.889912 0.023478
0.879867 0.025330
0.869817 0.027153
0.859764 0.028949
0.849706 0.030716
0.839645 0.032456
0.829579 0.034168
0.819509 0.035853
0.809436 0.037509
0.799358 0.039139
0.789277 0.040741
0.779192 0.042315
0.769104 0.043862
0.759011 0.045382
0.748916 0.046873
0.738816 0.048338
0.728713 0.049774
0.718607 0.051183
0.708498 0.052563
0.698385 0.053916
0.688268 0.055240
0.678149 0.056536
0.668027 0.057803
0.657901 0.059042
0.647772 0.060251
0.637640 0.061431
0.627506 0.062581
0.617368 0.063701
0.607228 0.064791
0.597085 0.065850
0.586939 0.066878
0.576791 0.067874
0.566640 0.068839
0.556486 0.069771
0.546330 0.070671
0.536172 0.071537
0.526011 0.072369
0.515848 0.073166
0.505683 0.073929
0.495516 0.074656
0.485347 0.075346
0.475176 0.076000
0.465003 0.076616
0.454829 0.077193
0.444653 0.077730
0.434475 0.078228
0.424296 0.078684
0.414092 0.079098
0.403834 0.079458
0.393575 0.079759
0.383313 0.080001
0.373051 0.080183
0.362787 0.080302
0.352522 0.080359
0.342257 0.080351
0.331991 0.080277
0.321726 0.080136
0.311461 0.079926
0.301197 0.079646
0.290935 0.079293
0.280674 0.078866
0.270416 0.078363
0.260160 0.077781
0.249908 0.077118
0.239660 0.076372
0.229416 0.075539
0.219177 0.074618
0.208944 0.073604
0.198718 0.072493
0.188499 0.071283
0.178288 0.069968
0.168087 0.068543
0.157897 0.067003
0.147718 0.065342
0.137552 0.063551
0.127400 0.061622
0.117265 0.059545
0.107148 0.057308
0.097053 0.054895
0.086981 0.052288
0.076937 0.049464
0.066924 0.046390
0.056951 0.043024
0.047024 0.039306
0.037157 0.035141
0.027369 0.030373
0.017701 0.024697
0.008250 0.017329
0.000000 0.000000
0.011952 -0.014986
0.022703 -0.020069
0.033237 -0.023516
0.043652 -0.026113
0.053986 -0.028165
0.064261 -0.029827
0.074490 -0.031194
0.084680 -0.032327
0.094837 -0.033268
0.104968 -0.034048
0.115074 -0.034692
0.125159 -0.035217
0.135226 -0.035640
0.145277 -0.035972
0.155313 -0.036223
0.165336 -0.036403
0.175347 -0.036518
0.185348 -0.036576
0.195339 -0.036581
0.205323 -0.036539
0.215298 -0.036454
0.225267 -0.036330
0.235231 -0.036172
0.245189 -0.035981
0.255142 -0.035762
0.265092 -0.035517
0.275039 -0.035248
0.284982 -0.034958
0.294924 -0.034649
0.304863 -0.034324
0.314801 -0.033983
0.324739 -0.033629
0.334675 -0.033264
0.344612 -0.032889
0.354549 -0.032505
0.364486 -0.032114
0.374424 -0.031718
0.384363 -0.031318
0.394304 -0.030914
0.404247 -0.030508
0.414191 -0.030101
0.424189 -0.029691
0.434212 -0.029270
0.444236 -0.028836
0.454262 -0.028392
0.464290 -0.027938
0.474319 -0.027475
0.484350 -0.027004
0.494383 -0.026525
0.504418 -0.026039
0.514455 -0.025546
0.524494 -0.025049
0.534535 -0.024546
0.544579 -0.024039
0.554625 -0.023527
0.564674 -0.023013
0.574725 -0.022495
0.584778 -0.021975
0.594834 -0.021453
0.604893 -0.020930
0.614955 -0.020405
0.625019 -0.019879
0.635087 -0.019353
0.645157 -0.018827
0.655230 -0.018300
0.665307 -0.017774
0.675386 -0.017249
0.685469 -0.016724
0.695555 -0.016200
0.705644 -0.015678
0.715736 -0.015157
0.725832 -0.014637
0.735931 -0.014119
0.746034 -0.013603
0.756140 -0.013088
0.766250 -0.012575
0.776363 -0.012065
0.786480 -0.011556
0.796601 -0.011049
0.806726 -0.010545
0.816854 -0.010042
0.826987 -0.009541
0.837123 -0.009042
0.847263 -0.008544
0.857408 -0.008049
0.867556 -0.007555
0.877709 -0.007062
0.887866 -0.006571
0.898028 -0.006081
0.908194 -0.005591
0.918364 -0.005103
0.928539 -0.004615
0.938719 -0.004127
0.948903 -0.003639
0.959093 -0.003152
0.969287 -0.002663
0.979486 -0.002174
0.989690 -0.001684
1.000000 0.000000
